Time,Nedbør (12 t),Lufttemperatur,Middelvind,Vindretning,Temperature,Humidity,Temperature inlet
2023-05-12 19:00:00,0.0,4.9,,,22.785,41.148,23.8
2023-05-12 19:00:00,0.0,7.3,5.1,286,22.785,41.148,23.8
2023-05-12 20:00:00,0.0,6.9,,,22.533,41.246,23.8
2023-05-12 20:00:00,0.0,9.4,6.8,262,22.533,41.246,23.8
2023-05-12 21:00:00,0.0,5.8,,,22.304,41.407,23.8
2023-05-12 21:00:00,0.0,8.7,7.5,268,22.304,41.407,23.8
2023-05-12 22:00:00,0.0,7.6,4.7,290,22.052,41.426,23.8
2023-05-12 22:00:00,0.0,5.0,,,22.052,41.426,23.8
2023-05-12 23:00:00,0.0,7.5,6.7,265,21.817,41.377,23.8
2023-05-12 23:00:00,0.0,4.5,,,21.817,41.377,23.8
