Navn;Stasjon;Tid(norsk normaltid);Nedbør (1 t);Lufttemperatur;Maksimumstemperatur (1 t);Minimumstemperatur (1 t);Nedbør (12 t);Nedbør (1 t);Lufttemperatur;Maksimumstemperatur (1 t);Minimumstemperatur (1 t);Nedbør (12 t)
Molde - Nøisomhed;SN62290;21.05.2023 21:00;0;12;12,5;12;-;;;;;
Molde - Nøisomhed;SN62290;21.05.2023 22:00;0;11,2;12;11,2;-;;;;;
Molde - Nøisomhed;SN62290;21.05.2023 23:00;0;10,7;11,2;10,7;-;;;;;
Molde - Nøisomhed;SN62290;22.05.2023 00:00;0;9,7;10,7;9,6;-;;;;;
Molde - Nøisomhed;SN62290;22.05.2023 01:00;0;9,2;9,8;9,1;-;;;;;
Molde - Nøisomhed;SN62290;22.05.2023 02:00;0;7,6;9,3;7,6;-;;;;;
Molde - Nøisomhed;SN62290;22.05.2023 03:00;0;7;7,7;7;-;;;;;
Molde - Nøisomhed;SN62290;22.05.2023 04:00;0;7;7;6,7;-;;;;;
Molde - Nøisomhed;SN62290;22.05.2023 05:00;0;8,5;8,5;7;-;;;;;
Molde - Nøisomhed;SN62290;22.05.2023 06:00;0;9,2;9,3;8,3;-;;;;;
Molde - Nøisomhed;SN62290;22.05.2023 07:00;0;9,6;9,6;9;0;;;;;
Molde - Nøisomhed;SN62290;22.05.2023 08:00;0;10,9;10,9;9,4;-;;;;;
Molde - Nøisomhed;SN62290;22.05.2023 09:00;0;13,1;13,5;10,9;-;;;;;
Molde - Nøisomhed;SN62290;22.05.2023 10:00;0;11,9;13,2;11,8;-;;;;;
Molde - Nøisomhed;SN62290;22.05.2023 11:00;0;13,5;13,5;12;-;;;;;
Molde - Nøisomhed;SN62290;22.05.2023 12:00;0;16,7;16,7;13,4;-;;;;;
Molde - Nøisomhed;SN62290;22.05.2023 13:00;0;17,1;17,8;16,7;-;;;;;
Molde - Nøisomhed;SN62290;22.05.2023 14:00;0;17,7;17,7;16,7;-;;;;;
Molde - Nøisomhed;SN62290;22.05.2023 15:00;0;15,5;17,8;15,4;-;;;;;
Molde - Nøisomhed;SN62290;22.05.2023 16:00;0;13,9;15,5;13,9;-;;;;;
Molde - Nøisomhed;SN62290;22.05.2023 17:00;0;14,3;14,3;13,6;-;;;;;
Molde - Nøisomhed;SN62290;22.05.2023 18:00;0;13;15,9;13;-;;;;;
Molde - Nøisomhed;SN62290;22.05.2023 19:00;0;13,5;14,5;12,9;0;;;;;
Molde - Nøisomhed;SN62290;22.05.2023 20:00;0;11,6;13,5;11,6;-;;;;;
Molde - Nøisomhed;SN62290;22.05.2023 21:00;0;9,8;11,5;9,8;-;;;;;
Molde - Nøisomhed;SN62290;22.05.2023 22:00;0;9,1;9,8;9,1;-;;;;;
Molde - Nøisomhed;SN62290;22.05.2023 23:00;0;8,9;9,2;8,9;-;;;;;
Molde - Nøisomhed;SN62290;23.05.2023 00:00;0,1;8,7;9,2;8,7;-;;;;;
Molde - Nøisomhed;SN62290;23.05.2023 01:00;0,5;7,8;8,6;7,8;-;;;;;
Molde - Nøisomhed;SN62290;23.05.2023 02:00;0,8;7,7;7,9;7,6;-;;;;;
Molde - Nøisomhed;SN62290;23.05.2023 03:00;0,5;7,8;8;7,6;-;;;;;
Molde - Nøisomhed;SN62290;23.05.2023 04:00;0,2;7,8;7,8;7,6;-;;;;;
Molde - Nøisomhed;SN62290;23.05.2023 05:00;0,4;7,2;7,8;7,1;-;;;;;
Molde - Nøisomhed;SN62290;23.05.2023 06:00;0,1;7,4;7,5;7,1;-;;;;;
Molde - Nøisomhed;SN62290;23.05.2023 07:00;0,2;7,3;7,5;7,2;2,8;;;;;
Molde - Nøisomhed;SN62290;23.05.2023 08:00;0,5;7,3;7,6;7,1;-;;;;;
Molde - Nøisomhed;SN62290;23.05.2023 09:00;0,1;7,7;8;7,2;-;;;;;
Molde - Nøisomhed;SN62290;23.05.2023 10:00;0;8,7;8,7;7,7;-;;;;;
Molde - Nøisomhed;SN62290;23.05.2023 11:00;0;10,4;10,5;8,7;-;;;;;
Molde - Nøisomhed;SN62290;23.05.2023 12:00;0;10,8;11,3;10,1;-;;;;;
Molde - Nøisomhed;SN62290;23.05.2023 13:00;0;11,2;11,8;10,8;-;;;;;
Molde - Nøisomhed;SN62290;23.05.2023 14:00;0;12,4;12,7;11;-;;;;;
Molde - Nøisomhed;SN62290;23.05.2023 15:00;0;12,9;12,9;11,7;-;;;;;
Molde - Nøisomhed;SN62290;23.05.2023 16:00;0;12,9;13,8;12,5;-;;;;;
Molde - Nøisomhed;SN62290;23.05.2023 17:00;0;12,4;13,6;12,4;-;;;;;
Molde - Nøisomhed;SN62290;23.05.2023 18:00;0;12,2;13,4;11,8;-;;;;;
Molde - Nøisomhed;SN62290;23.05.2023 19:00;0;11,7;12,5;11,6;0,6;;;;;
Molde - Nøisomhed;SN62290;23.05.2023 20:00;0;11,2;11,8;11,1;-;;;;;
Molde - Nøisomhed;SN62290;23.05.2023 21:00;0;10,9;11,2;10,9;-;;;;;
Molde - Nøisomhed;SN62290;23.05.2023 22:00;0;9,1;10,9;9,1;-;;;;;
Molde - Nøisomhed;SN62290;23.05.2023 23:00;0;7,9;9;7,7;-;;;;;
Molde - Nøisomhed;SN62290;24.05.2023 00:00;0;7,6;8;7,3;-;;;;;
Molde - Nøisomhed;SN62290;24.05.2023 01:00;0;8,6;8,6;7,6;-;;;;;
Molde - Nøisomhed;SN62290;24.05.2023 02:00;0;8,5;8,7;8,4;-;;;;;
Molde - Nøisomhed;SN62290;24.05.2023 03:00;0;8,4;8,6;8,4;-;;;;;
Molde - Nøisomhed;SN62290;24.05.2023 04:00;0;8,8;8,8;8,4;-;;;;;
Molde - Nøisomhed;SN62290;24.05.2023 05:00;0;9,2;9,2;8,7;-;;;;;
Molde - Nøisomhed;SN62290;24.05.2023 06:00;0;12;12,7;9,2;-;;;;;
Molde - Nøisomhed;SN62290;24.05.2023 07:00;0;11,8;12;11,6;0;;;;;
Molde - Nøisomhed;SN62290;24.05.2023 08:00;0;12,6;12,6;11,9;-;;;;;
Molde - Nøisomhed;SN62290;24.05.2023 09:00;0;12,8;12,9;12,4;-;;;;;
Molde - Nøisomhed;SN62290;24.05.2023 10:00;0;11,8;12,9;11,8;-;;;;;
Molde - Nøisomhed;SN62290;24.05.2023 11:00;0;11,3;11,9;10,8;-;;;;;
Molde - Nøisomhed;SN62290;24.05.2023 12:00;0;12,3;12,5;11,1;-;;;;;
Molde - Nøisomhed;SN62290;24.05.2023 13:00;0;12,4;13,1;12,1;-;;;;;
Molde - Nøisomhed;SN62290;24.05.2023 14:00;0;12,4;12,6;11,1;-;;;;;
Molde - Nøisomhed;SN62290;24.05.2023 15:00;0;12;12,4;11,4;-;;;;;
Molde - Nøisomhed;SN62290;24.05.2023 16:00;0;10,8;12,1;10,1;-;;;;;
Molde - Nøisomhed;SN62290;24.05.2023 17:00;0;10,5;11,3;10,4;-;;;;;
Molde - Nøisomhed;SN62290;24.05.2023 18:00;0;11;11;10,3;-;;;;;
Molde - Nøisomhed;SN62290;24.05.2023 19:00;0;9,5;11,1;9,3;0;;;;;
Molde - Nøisomhed;SN62290;24.05.2023 20:00;0,1;9,2;9,5;8,2;-;;;;;
Molde - Nøisomhed;SN62290;24.05.2023 21:00;0,3;8,1;9,2;7,8;-;;;;;
Molde - Nøisomhed;SN62290;24.05.2023 22:00;0,7;7;9;7;-;;;;;
Molde - Nøisomhed;SN62290;24.05.2023 23:00;1,5;6,4;7;6,1;-;;;;;
Molde - Nøisomhed;SN62290;25.05.2023 00:00;0;8;8;6,3;-;;;;;
Molde - Nøisomhed;SN62290;25.05.2023 01:00;0,2;7,5;8,3;6,8;-;;;;;
Molde - Nøisomhed;SN62290;25.05.2023 02:00;0,2;7,7;8,2;7,2;-;;;;;
Molde - Nøisomhed;SN62290;25.05.2023 03:00;0,3;7,8;8,3;7,7;-;;;;;
Molde - Nøisomhed;SN62290;25.05.2023 04:00;0,1;7,7;7,9;6,7;-;;;;;
Molde - Nøisomhed;SN62290;25.05.2023 05:00;0,2;7,1;7,8;7;-;;;;;
Molde - Nøisomhed;SN62290;25.05.2023 06:00;0;8,1;8,2;7,1;-;;;;;
Molde - Nøisomhed;SN62290;25.05.2023 07:00;0,3;7,5;8,1;7,1;3,9;;;;;
Molde - Nøisomhed;SN62290;25.05.2023 08:00;0,2;7,1;8;6,6;-;;;;;
Molde - Nøisomhed;SN62290;25.05.2023 09:00;0;8,2;8,3;6,9;-;;;;;
Molde - Nøisomhed;SN62290;25.05.2023 10:00;0,3;8;8,2;7,2;-;;;;;
Molde - Nøisomhed;SN62290;25.05.2023 11:00;0,8;8,1;8,1;6,3;-;;;;;
Molde - Nøisomhed;SN62290;25.05.2023 12:00;0;9,2;9,4;8,3;-;;;;;
Molde - Nøisomhed;SN62290;25.05.2023 13:00;0,1;8,2;9,1;7,9;-;;;;;
Molde - Nøisomhed;SN62290;25.05.2023 14:00;0,1;9,1;9,5;8,1;-;;;;;
Molde - Nøisomhed;SN62290;25.05.2023 15:00;0,1;8,9;9,2;8,8;-;;;;;
Molde - Nøisomhed;SN62290;25.05.2023 16:00;0,5;8,2;8,8;8,1;-;;;;;
Molde - Nøisomhed;SN62290;25.05.2023 17:00;3,8;7,5;8,3;7,4;-;;;;;
Molde - Nøisomhed;SN62290;25.05.2023 18:00;3,3;7;7,8;6,7;-;;;;;
Molde - Nøisomhed;SN62290;25.05.2023 19:00;1,2;7,3;7,5;7;10,4;;;;;
Molde - Nøisomhed;SN62290;25.05.2023 20:00;0,6;8,4;8,4;7,2;-;;;;;
Molde - Nøisomhed;SN62290;25.05.2023 21:00;1,9;7,1;8,7;6,7;-;;;;;
Molde - Nøisomhed;SN62290;25.05.2023 22:00;2;6,7;7,2;6,4;-;;;;;
Molde - Nøisomhed;SN62290;25.05.2023 23:00;0;6,8;7;6,6;-;;;;;
Molde - Nøisomhed;SN62290;26.05.2023 00:00;0;7;7,3;6,8;-;;;;;
Molde - Nøisomhed;SN62290;26.05.2023 01:00;0,6;5;7;4,7;-;;;;;
Molde - Nøisomhed;SN62290;26.05.2023 02:00;0;6,3;6,4;4,8;-;;;;;
Molde - Nøisomhed;SN62290;26.05.2023 03:00;0;6,9;7,1;6,2;-;;;;;
Molde - Nøisomhed;SN62290;26.05.2023 04:00;0;7;7,3;6,8;-;;;;;
Molde - Nøisomhed;SN62290;26.05.2023 05:00;0,1;6,1;7,3;6;-;;;;;
Molde - Nøisomhed;SN62290;26.05.2023 06:00;0,7;6,1;7,2;6,1;-;;;;;
Molde - Nøisomhed;SN62290;26.05.2023 07:00;0,5;8;8;5,5;6,4;;;;;
Molde - Nøisomhed;SN62290;26.05.2023 08:00;0;8,2;8,3;7,5;-;;;;;
Molde - Nøisomhed;SN62290;26.05.2023 09:00;0;9,1;9,1;8,2;-;;;;;
Molde - Nøisomhed;SN62290;26.05.2023 10:00;0;9,3;9,4;8,5;-;;;;;
Molde - Nøisomhed;SN62290;26.05.2023 11:00;0;9,8;9,8;9,1;-;;;;;
Molde - Nøisomhed;SN62290;26.05.2023 12:00;0;10,9;10,9;9,8;-;;;;;
Molde - Nøisomhed;SN62290;26.05.2023 13:00;0;10,9;11;10,6;-;;;;;
Molde - Nøisomhed;SN62290;26.05.2023 14:00;0;11,8;11,8;10,8;-;;;;;
Molde - Nøisomhed;SN62290;26.05.2023 15:00;0;12,1;12,4;11,6;-;;;;;
Molde - Nøisomhed;SN62290;26.05.2023 16:00;0;11,5;12;10,9;-;;;;;
Molde - Nøisomhed;SN62290;26.05.2023 17:00;0;10,6;11,4;10,2;-;;;;;
Molde - Nøisomhed;SN62290;26.05.2023 18:00;0;10,5;11,1;10,5;-;;;;;
Molde - Nøisomhed;SN62290;26.05.2023 19:00;0;10;10,6;10;0;;;;;
Molde - Nøisomhed;SN62290;26.05.2023 20:00;0;9,9;10,1;9,9;-;;;;;
Molde - Nøisomhed;SN62290;26.05.2023 21:00;0;9,1;9,9;9;-;;;;;
Molde - Nøisomhed;SN62290;26.05.2023 22:00;0;9,1;9,3;9,1;-;;;;;
Molde - Nøisomhed;SN62290;26.05.2023 23:00;0,1;8,8;9,1;8,4;-;;;;;
Molde - Nøisomhed;SN62290;27.05.2023 00:00;0,4;8,2;8,8;8,1;-;;;;;
Molde - Nøisomhed;SN62290;27.05.2023 01:00;0,1;8,2;8,4;8,1;-;;;;;
Molde - Nøisomhed;SN62290;27.05.2023 02:00;0,4;7,7;8,3;7,7;-;;;;;
Molde - Nøisomhed;SN62290;27.05.2023 03:00;0;7,8;7,8;7,6;-;;;;;
Molde - Nøisomhed;SN62290;27.05.2023 04:00;0;7,7;8;7,7;-;;;;;
Molde - Nøisomhed;SN62290;27.05.2023 05:00;0;8,1;8,1;7,5;-;;;;;
Molde - Nøisomhed;SN62290;27.05.2023 06:00;0;9,8;9,8;8,1;-;;;;;
Molde - Nøisomhed;SN62290;27.05.2023 07:00;0,1;11;11;9,8;1,1;;;;;
Molde - Nøisomhed;SN62290;27.05.2023 08:00;0;12,3;12,3;11;-;;;;;
Molde - Nøisomhed;SN62290;27.05.2023 09:00;0;12,9;13,1;12,3;-;;;;;
Molde - Nøisomhed;SN62290;27.05.2023 10:00;0;13,3;13,5;12,8;-;;;;;
Molde - Nøisomhed;SN62290;27.05.2023 11:00;0;13,7;14,1;13,1;-;;;;;
Molde - Nøisomhed;SN62290;27.05.2023 12:00;0;13,7;14,2;13,6;-;;;;;
Molde - Nøisomhed;SN62290;27.05.2023 13:00;0;14,1;14,1;13,5;-;;;;;
Molde - Nøisomhed;SN62290;27.05.2023 14:00;0;13,8;14,1;13,2;-;;;;;
Molde - Nøisomhed;SN62290;27.05.2023 15:00;0;13;14,2;12,9;-;;;;;
Molde - Nøisomhed;SN62290;27.05.2023 16:00;0,1;12,9;13,1;12,6;-;;;;;
Molde - Nøisomhed;SN62290;27.05.2023 17:00;0;12,4;12,8;12,2;-;;;;;
Molde - Nøisomhed;SN62290;27.05.2023 18:00;0,5;10,2;12,3;10,2;-;;;;;
Molde - Nøisomhed;SN62290;27.05.2023 19:00;1,6;9,5;10,1;9,2;2,2;;;;;
Molde - Nøisomhed;SN62290;27.05.2023 20:00;0,2;10,3;10,4;9,5;-;;;;;
Molde - Nøisomhed;SN62290;27.05.2023 21:00;0;10;10,4;9,7;-;;;;;
Molde - Nøisomhed;SN62290;27.05.2023 22:00;0;9,6;10,3;9,3;-;;;;;
Molde - Nøisomhed;SN62290;27.05.2023 23:00;0;9,2;9,8;8,9;-;;;;;
Molde - Nøisomhed;SN62290;28.05.2023 00:00;0;9,1;9,4;9;-;;;;;
Molde - Nøisomhed;SN62290;28.05.2023 01:00;0,2;8,4;9,3;8,3;-;;;;;
Molde - Nøisomhed;SN62290;28.05.2023 02:00;0,3;8,4;8,7;7,1;-;;;;;
Molde - Nøisomhed;SN62290;28.05.2023 03:00;0,3;6,8;8,7;6,8;-;;;;;
Molde - Nøisomhed;SN62290;28.05.2023 04:00;0,1;6,8;7,2;6,5;-;;;;;
Molde - Nøisomhed;SN62290;28.05.2023 05:00;0,5;5,8;7,3;5,8;-;;;;;
Molde - Nøisomhed;SN62290;28.05.2023 06:00;0,3;7,1;7,1;5,7;-;;;;;
Molde - Nøisomhed;SN62290;28.05.2023 07:00;0,2;5,9;7,2;5,7;2,1;;;;;
Molde - Nøisomhed;SN62290;28.05.2023 08:00;0,5;6,7;6,7;5,4;-;;;;;
Molde - Nøisomhed;SN62290;28.05.2023 09:00;0,7;6;6,8;6;-;;;;;
Molde - Nøisomhed;SN62290;28.05.2023 10:00;0,1;6,3;6,7;5,9;-;;;;;
Molde - Nøisomhed;SN62290;28.05.2023 11:00;0,1;6,7;6,9;6,2;-;;;;;
Molde - Nøisomhed;SN62290;28.05.2023 12:00;0,2;6,5;6,5;5,8;-;;;;;
Molde - Nøisomhed;SN62290;28.05.2023 13:00;0;7,1;7,1;6,4;-;;;;;
Molde - Nøisomhed;SN62290;28.05.2023 14:00;0,1;7,7;7,7;6,2;-;;;;;
Molde - Nøisomhed;SN62290;28.05.2023 15:00;0;7,7;7,8;7,2;-;;;;;
Molde - Nøisomhed;SN62290;28.05.2023 16:00;0;7,7;7,8;7,6;-;;;;;
Molde - Nøisomhed;SN62290;28.05.2023 17:00;0;7,8;8,2;7,4;-;;;;;
Molde - Nøisomhed;SN62290;28.05.2023 18:00;0;8,3;8,3;7,7;-;;;;;
Molde - Nøisomhed;SN62290;28.05.2023 19:00;0;7,8;8,3;7,4;1,7;;;;;
Molde - Nøisomhed;SN62290;28.05.2023 20:00;0;7;7,8;7;-;;;;;
Molde - Nøisomhed;SN62290;28.05.2023 21:00;0;6,3;7;6,3;-;;;;;
Molde - Nøisomhed;SN62290;28.05.2023 22:00;0;5,4;6,3;5,2;-;;;;;
Molde - Nøisomhed;SN62290;28.05.2023 23:00;0;5;5,5;4,9;-;;;;;
Molde - Nøisomhed;SN62290;29.05.2023 00:00;0;5,3;5,5;4,8;-;;;;;
Molde - Nøisomhed;SN62290;29.05.2023 01:00;0;7;7;5,2;-;;;;;
Molde - Nøisomhed;SN62290;29.05.2023 02:00;0;7,1;7,1;6,7;-;;;;;
Molde - Nøisomhed;SN62290;29.05.2023 03:00;0;8;8;7,3;-;;;;;
Molde - Nøisomhed;SN62290;29.05.2023 04:00;0;7,3;8,1;7,3;-;;;;;
Molde - Nøisomhed;SN62290;29.05.2023 05:00;0;7,1;7,3;6,8;-;;;;;
Molde - Nøisomhed;SN62290;29.05.2023 06:00;0,1;6,8;7,1;6,3;-;;;;;
Molde - Nøisomhed;SN62290;29.05.2023 07:00;1,1;6,9;7;6,2;1,2;;;;;
Molde - Nøisomhed;SN62290;29.05.2023 08:00;1,2;6,9;7;6,6;-;;;;;
Molde - Nøisomhed;SN62290;29.05.2023 09:00;0,5;7,2;7,3;6,9;-;;;;;
Molde - Nøisomhed;SN62290;29.05.2023 10:00;0,2;7,7;7,7;7,2;-;;;;;
Molde - Nøisomhed;SN62290;29.05.2023 11:00;0,1;8,4;8,5;7,6;-;;;;;
Molde - Nøisomhed;SN62290;29.05.2023 12:00;0,1;8,9;8,9;8,3;-;;;;;
Molde - Nøisomhed;SN62290;29.05.2023 13:00;0;9;9;8,8;-;;;;;
Molde - Nøisomhed;SN62290;29.05.2023 14:00;0,5;8,7;9,2;8,6;-;;;;;
Molde - Nøisomhed;SN62290;29.05.2023 15:00;2,1;8,8;8,8;8,6;-;;;;;
Molde - Nøisomhed;SN62290;29.05.2023 16:00;2,2;9;9;8,7;-;;;;;
Molde - Nøisomhed;SN62290;29.05.2023 17:00;0,1;9,6;9,6;9;-;;;;;
Molde - Nøisomhed;SN62290;29.05.2023 18:00;0;10,2;10,3;9,6;-;;;;;
Molde - Nøisomhed;SN62290;29.05.2023 19:00;0;10,1;10,6;10,1;7;;;;;
Molde - Nøisomhed;SN62290;29.05.2023 20:00;0;9,7;10,1;9,7;-;;;;;
Molde - Nøisomhed;SN62290;29.05.2023 21:00;0;9,7;9,9;9,7;-;;;;;
Molde - Nøisomhed;SN62290;29.05.2023 22:00;0;9,5;9,7;9,5;-;;;;;
Molde - Nøisomhed;SN62290;29.05.2023 23:00;0;9,3;9,5;9,2;-;;;;;
Molde - Nøisomhed;SN62290;30.05.2023 00:00;0;9,3;9,3;9,1;-;;;;;
Molde - Nøisomhed;SN62290;30.05.2023 01:00;0;9,1;9,4;9,1;-;;;;;
Molde - Nøisomhed;SN62290;30.05.2023 02:00;0;9,1;9,1;9;-;;;;;
Molde - Nøisomhed;SN62290;30.05.2023 03:00;0;8,9;9,1;8,9;-;;;;;
Molde - Nøisomhed;SN62290;30.05.2023 04:00;0;9,2;9,2;8,9;-;;;;;
Molde - Nøisomhed;SN62290;30.05.2023 05:00;0;9,2;9,2;9,1;-;;;;;
Molde - Nøisomhed;SN62290;30.05.2023 06:00;0;9,2;9,4;9;-;;;;;
Molde - Nøisomhed;SN62290;30.05.2023 07:00;0;9,9;10;9,2;0;;;;;
Molde - Nøisomhed;SN62290;30.05.2023 08:00;0;10,7;10,8;10;-;;;;;
Molde - Nøisomhed;SN62290;30.05.2023 09:00;0;11,8;11,8;10,5;-;;;;;
Molde - Nøisomhed;SN62290;30.05.2023 10:00;0;12,1;12,3;11,2;-;;;;;
Molde - Nøisomhed;SN62290;30.05.2023 11:00;0;12,2;12,4;11,3;-;;;;;
Molde - Nøisomhed;SN62290;30.05.2023 12:00;0;12,3;12,5;12;-;;;;;
Molde - Nøisomhed;SN62290;30.05.2023 13:00;0;13,3;13,3;12,3;-;;;;;
Molde - Nøisomhed;SN62290;30.05.2023 14:00;0;13,6;13,8;12,8;-;;;;;
Molde - Nøisomhed;SN62290;30.05.2023 15:00;0;12,8;13,9;12,5;-;;;;;
Molde - Nøisomhed;SN62290;30.05.2023 16:00;0;13,1;13,7;12,7;-;;;;;
Molde - Nøisomhed;SN62290;30.05.2023 17:00;0;12,9;13,4;12,4;-;;;;;
Molde - Nøisomhed;SN62290;30.05.2023 18:00;0;12,5;13,1;12,5;-;;;;;
Molde - Nøisomhed;SN62290;30.05.2023 19:00;0;11,9;12,5;11,7;0;;;;;
Molde - Nøisomhed;SN62290;30.05.2023 20:00;0;12,1;12,1;11,8;-;;;;;
Molde - Nøisomhed;SN62290;30.05.2023 21:00;0;11,9;12,3;11,9;-;;;;;
Molde - Nøisomhed;SN62290;30.05.2023 22:00;0;11,2;11,9;11,2;-;;;;;
Molde - Nøisomhed;SN62290;30.05.2023 23:00;0;10,1;11,2;10,1;-;;;;;
Molde - Nøisomhed;SN62290;31.05.2023 00:00;0;10,2;10,2;10;-;;;;;
Molde - Nøisomhed;SN62290;31.05.2023 01:00;1;9,8;10,3;9,8;-;;;;;
Molde - Nøisomhed;SN62290;31.05.2023 02:00;1,3;9,8;9,8;9,5;-;;;;;
Molde - Nøisomhed;SN62290;31.05.2023 03:00;0,1;9,3;10;9,3;-;;;;;
Molde - Nøisomhed;SN62290;31.05.2023 04:00;0;9,3;9,3;9,1;-;;;;;
Molde - Nøisomhed;SN62290;31.05.2023 05:00;0;9,5;9,6;9;-;;;;;
Molde - Nøisomhed;SN62290;31.05.2023 06:00;0;9,4;9,4;9,2;-;;;;;
Molde - Nøisomhed;SN62290;31.05.2023 07:00;0,1;8,9;9,4;8,6;2,5;;;;;
Molde - Nøisomhed;SN62290;31.05.2023 08:00;0;9;9,1;8,9;-;;;;;
Molde - Nøisomhed;SN62290;31.05.2023 09:00;0;9,1;9,3;9;-;;;;;
Molde - Nøisomhed;SN62290;31.05.2023 10:00;0;9,4;9,6;9,2;-;;;;;
Molde - Nøisomhed;SN62290;31.05.2023 11:00;0,1;9,8;9,9;9,4;-;;;;;
Molde - Nøisomhed;SN62290;31.05.2023 12:00;0;10,5;10,7;9,8;-;;;;;
Molde - Nøisomhed;SN62290;31.05.2023 13:00;0;9,8;10,8;9,7;-;;;;;
Molde - Nøisomhed;SN62290;31.05.2023 14:00;0;9,3;9,9;9,2;-;;;;;
Molde - Nøisomhed;SN62290;31.05.2023 15:00;0;9,4;9,5;9,2;-;;;;;
Molde - Nøisomhed;SN62290;31.05.2023 16:00;0,1;9,3;9,5;9,2;-;;;;;
Molde - Nøisomhed;SN62290;31.05.2023 17:00;0,1;9;9,5;8,9;-;;;;;
Molde - Nøisomhed;SN62290;31.05.2023 18:00;0,1;8,4;9,1;8,4;-;;;;;
Molde - Nøisomhed;SN62290;31.05.2023 19:00;0,1;8,6;8,6;8,3;0,5;;;;;
Molde - Nøisomhed;SN62290;31.05.2023 20:00;0;8,7;8,8;8,5;-;;;;;
Molde - Nøisomhed;SN62290;31.05.2023 21:00;1,2;7,8;8,7;7,8;-;;;;;
Molde - Nøisomhed;SN62290;31.05.2023 22:00;0;7,9;7,9;7,7;-;;;;;
Molde - Nøisomhed;SN62290;31.05.2023 23:00;0,6;6,9;7,8;6,9;-;;;;;
Molde - Nøisomhed;SN62290;01.06.2023 00:00;0;7,2;7,3;6,9;-;;;;;
Molde - Nøisomhed;SN62290;01.06.2023 01:00;0,5;5,4;7,1;5,4;-;;;;;
Molde - Nøisomhed;SN62290;01.06.2023 02:00;0,1;5,4;5,6;5,3;-;;;;;
Molde - Nøisomhed;SN62290;01.06.2023 03:00;0;5,4;5,6;5,3;-;;;;;
Molde - Nøisomhed;SN62290;01.06.2023 04:00;0;4,4;5,5;4,4;-;;;;;
Molde - Nøisomhed;SN62290;01.06.2023 05:00;0;5,7;5,7;4,3;-;;;;;
Molde - Nøisomhed;SN62290;01.06.2023 06:00;0;6,2;6,2;5,7;-;;;;;
Molde - Nøisomhed;SN62290;01.06.2023 07:00;0,1;6,4;6,6;6,1;2,5;;;;;
Molde - Nøisomhed;SN62290;01.06.2023 08:00;0,1;6,1;6,6;5,9;-;;;;;
Molde - Nøisomhed;SN62290;01.06.2023 09:00;0,2;7,1;7,5;6;-;;;;;
Molde - Nøisomhed;SN62290;01.06.2023 10:00;0,8;7,3;7,4;6,1;-;;;;;
Molde - Nøisomhed;SN62290;01.06.2023 11:00;0;7,6;8,8;7,4;-;;;;;
Molde - Nøisomhed;SN62290;01.06.2023 12:00;0;9;9,4;8;-;;;;;
Molde - Nøisomhed;SN62290;01.06.2023 13:00;0;9,9;10,2;8,8;-;;;;;
Molde - Nøisomhed;SN62290;01.06.2023 14:00;0;9,8;10,6;8,5;-;;;;;
Molde - Nøisomhed;SN62290;01.06.2023 15:00;0,2;7,9;10,2;7,5;-;;;;;
Molde - Nøisomhed;SN62290;01.06.2023 16:00;0,4;7,6;8,1;6,9;-;;;;;
Molde - Nøisomhed;SN62290;01.06.2023 17:00;0,1;7,7;8;7,5;-;;;;;
Molde - Nøisomhed;SN62290;01.06.2023 18:00;0;8,3;9,1;7,6;-;;;;;
Molde - Nøisomhed;SN62290;01.06.2023 19:00;0,3;6,2;8,2;6,2;2,1;;;;;
Molde - Nøisomhed;SN62290;01.06.2023 20:00;0;6,8;7,1;6,2;-;;;;;
Molde - Nøisomhed;SN62290;01.06.2023 21:00;0;6,5;6,9;6,5;-;;;;;
Molde - Nøisomhed;SN62290;01.06.2023 22:00;0;5,9;6,5;5,9;-;;;;;
Molde - Nøisomhed;SN62290;01.06.2023 23:00;0;6,3;6,5;5,8;-;;;;;
Molde - Nøisomhed;SN62290;02.06.2023 00:00;0;4,7;6,2;4,5;-;;;;;
Molde - Nøisomhed;SN62290;02.06.2023 01:00;0;4,3;4,9;4,2;-;;;;;
Molde - Nøisomhed;SN62290;02.06.2023 02:00;0;3,5;4,7;3,5;-;;;;;
Molde - Nøisomhed;SN62290;02.06.2023 03:00;0;2,5;3,5;2,5;-;;;;;
Molde - Nøisomhed;SN62290;02.06.2023 04:00;0;2,9;2,9;2,2;-;;;;;
Molde - Nøisomhed;SN62290;02.06.2023 05:00;0;5,3;5,3;2,8;-;;;;;
Molde - Nøisomhed;SN62290;02.06.2023 06:00;0;5,2;5,4;5;-;;;;;
Molde - Nøisomhed;SN62290;02.06.2023 07:00;0;6,2;7,1;5,1;0;;;;;
Molde - Nøisomhed;SN62290;02.06.2023 08:00;0;7,4;8;6,2;-;;;;;
Molde - Nøisomhed;SN62290;02.06.2023 09:00;0;7,5;8,3;7,4;-;;;;;
Molde - Nøisomhed;SN62290;02.06.2023 10:00;0;8,3;8,6;7,4;-;;;;;
Molde - Nøisomhed;SN62290;02.06.2023 11:00;0;8,8;10;8,3;-;;;;;
Molde - Nøisomhed;SN62290;02.06.2023 12:00;0;8,7;9;8,6;-;;;;;
Molde - Nøisomhed;SN62290;02.06.2023 13:00;0;9,3;9,3;8,5;-;;;;;
Molde - Nøisomhed;SN62290;02.06.2023 14:00;0;9,4;9,6;9,3;-;;;;;
